Timestamp,Data,Temperature
0.35100000000000003,0.49479853479853475,0.6624175824175824
0.7000000000000001,0.5036630036630036,0.6962637362637363
1.05,0.5205860805860806,0.7115750915750916
1.4000000000000001,0.5221978021978021,0.6978754578754578
1.75,0.5109157509157509,0.7051282051282051
2.1,0.5052747252747253,0.6962637362637363
2.45,0.5109157509157509,0.6841758241758242
2.8000000000000003,0.5246153846153846,0.6825641025641025
3.15,0.5093040293040293,0.6857875457875457
3.5,0.5133333333333333,0.6833699633699634
3.85,0.5125274725274725,0.6898168498168498
4.2,0.5197802197802197,0.6938461538461538
4.55,0.5133333333333333,0.6962637362637363
4.9,0.5125274725274725,0.6801465201465201
5.25,0.5117216117216117,0.684981684981685
5.6000000000000005,0.5133333333333333,0.6994871794871794
5.95,0.5117216117216117,0.6833699633699634
6.3,0.5133333333333333,0.6882051282051282
6.65,0.5125274725274725,0.6978754578754578
7.0,0.51010989010989,0.6825641025641025
7.3500000000000005,0.5125274725274725,0.6696703296703297
7.7,0.5068864468864469,0.6898168498168498
8.05,0.5012454212454212,0.6978754578754578
8.4,0.506080586080586,0.7067399267399267
8.75,0.5052747252747253,0.6833699633699634
9.1,0.5036630036630036,0.7051282051282051
9.450000000000001,0.5076923076923077,0.6962637362637363
9.8,0.5141391941391941,0.6914285714285714
10.15,0.5052747252747253,0.693040293040293
10.5,0.5093040293040293,0.7002930402930403
10.85,0.5125274725274725,0.7067399267399267
11.200000000000001,0.5093040293040293,0.6994871794871794
11.55,0.5141391941391941,0.6914285714285714
11.9,0.5246153846153846,0.6978754578754578
12.25,0.5125274725274725,0.7051282051282051
12.6,0.51010989010989,0.70996336996337
12.950000000000001,0.527032967032967,0.6994871794871794
13.3,0.5278388278388277,0.7051282051282051
13.65,0.527032967032967,0.7156043956043956
14.0,0.5197802197802197,0.7172161172161172
14.35,0.5278388278388277,0.7123809523809523
14.700000000000001,0.5310622710622711,0.7075457875457875
15.05,0.5278388278388277,0.7204395604395604
15.4,0.5302564102564102,0.7083516483516483
15.75,0.5278388278388277,0.7131868131868132
16.1,0.5334798534798535,0.7147985347985348
16.45,0.5358974358974359,0.7115750915750916
16.8,0.5367032967032966,0.7164102564102564
17.150000000000002,0.5358974358974359,0.713992673992674
17.5,0.5334798534798535,0.7309157509157509
17.85,0.5391208791208791,0.7309157509157509
18.2,0.5375091575091575,0.7252747252747253
18.55,0.5318681318681319,0.73010989010989
18.900000000000002,0.5375091575091575,0.747032967032967
19.25,0.5278388278388277,0.7268864468864469
19.6,0.5286446886446886,0.7373626373626374
19.95,0.5286446886446886,0.73010989010989
20.3,0.5302564102564102,0.7212454212454212
20.650000000000002,0.5286446886446886,0.7373626373626374
21.0,0.5326739926739926,0.7744322344322344
21.35,0.5238095238095237,0.734139194139194
21.7,0.5278388278388277,0.7397802197802198
22.05,0.5278388278388277,0.7462271062271062
22.400000000000002,0.5278388278388277,0.7333333333333333
22.75,0.5278388278388277,0.73010989010989
23.1,0.5278388278388277,0.7446153846153846
23.45,0.5624908424908425,0.7486446886446886
23.8,0.5278388278388277,0.7421978021978022
24.150000000000002,0.5278388278388277,0.751062271062271
24.5,0.5310622710622711,0.751062271062271
24.85,0.5294505494505495,0.734139194139194
25.2,0.5278388278388277,0.7204395604395604
25.55,0.5318681318681319,0.734139194139194
25.900000000000002,0.5350915750915751,0.755091575091575
26.25,0.5407326007326007,0.7607326007326007
26.6,0.5367032967032966,0.747032967032967
26.95,0.5383150183150183,0.7446153846153846
27.3,0.5407326007326007,0.7526739926739926
27.650000000000002,0.5431501831501832,0.751062271062271
28.0,0.5431501831501832,0.7607326007326007
28.35,0.5463736263736263,0.7599267399267399
28.7,0.5439560439560439,0.7558974358974359
29.05,0.5407326007326007,0.7599267399267399
29.400000000000002,0.5455677655677655,0.7542857142857142
29.75,0.5520146520146519,0.747032967032967
30.1,0.5504029304029303,0.7599267399267399
30.45,0.5520146520146519,0.7486446886446886
30.8,0.5536263736263736,0.7583150183150182
31.150000000000002,0.5536263736263736,0.747032967032967
31.5,0.5431501831501832,0.7607326007326007
31.85,0.5528205128205127,0.7615384615384615
32.2,0.5512087912087912,0.759120879120879
32.55,0.5520146520146519,0.7607326007326007
32.9,0.5495970695970696,0.7768498168498168
33.25,0.5528205128205127,0.759120879120879
33.6,0.5455677655677655,0.763956043956044
33.95,0.5463736263736263,0.7768498168498168
34.300000000000004,0.5463736263736263,0.7784615384615384
34.65,0.5463736263736263,0.7752380952380952
35.0,0.5407326007326007,0.7671794871794871
35.35,0.5479853479853479,0.7728205128205128
35.7,0.5463736263736263,0.7687912087912088
36.050000000000004,0.5439560439560439,0.7421978021978022
36.4,0.5455677655677655,0.7526739926739926
36.75,0.5423443223443223,0.7712087912087912
37.1,0.5415384615384615,0.7945787545787546
37.45,0.5423443223443223,0.7768498168498168
37.800000000000004,0.5479853479853479,0.796996336996337
38.15,0.5447619047619047,0.7776556776556776
38.5,0.5463736263736263,0.7784615384615384
